?Order Date;Channel;SKU;Item Description;Origin;SO;Total Price;Cost;Shipping Cost;Profit
7.12.2021;eBay;N123456-439;Some Item Description 341;35247;123796;126;66;10;50
8.12.2021;Amazon;N123456-440;Some Item Description 342;44632;123797;162;90;19;53
9.12.2021;Walmart;N123456-441;Some Item Description 343;35517;123798;192;92;10;90
10.12.2021;NewEgg;N123456-442;Some Item Description 344;33082;123799;127;81;20;26
11.12.2021;Sears;N123456-443;Some Item Description 345;45678;123800;171;89;12;70
12.12.2021;eBay;N123456-444;Some Item Description 346;44928;123801;102;43;23;36
13.12.2021;Amazon;N123456-445;Some Item Description 347;31461;123802;172;67;14;91
14.12.2021;Walmart;N123456-446;Some Item Description 348;29213;123803;164;64;22;78
15.12.2021;NewEgg;N123456-447;Some Item Description 349;47922;123804;147;54;24;69
16.12.2021;Sears;N123456-448;Some Item Description 350;36516;123805;197;98;22;77
17.12.2021;eBay;N123456-449;Some Item Description 351;35614;123806;94;35;24;35
18.12.2021;Amazon;N123456-450;Some Item Description 352;52709;123807;125;82;23;20
19.12.2021;Walmart;N123456-451;Some Item Description 353;30696;123808;118;71;25;22
20.12.2021;NewEgg;N123456-452;Some Item Description 354;41113;123809;118;51;24;43
21.12.2021;Sears;N123456-453;Some Item Description 355;43592;123810;89;30;24;35
22.12.2021;eBay;N123456-454;Some Item Description 356;52665;123811;95;44;15;36
23.12.2021;Amazon;N123456-455;Some Item Description 357;25675;123812;101;58;19;24
24.12.2021;Walmart;N123456-456;Some Item Description 358;22741;123813;123;59;14;50
25.12.2021;NewEgg;N123456-457;Some Item Description 359;26239;123814;95;37;19;39
26.12.2021;Sears;N123456-458;Some Item Description 360;25874;123815;147;86;24;37
27.12.2021;eBay;N123456-459;Some Item Description 361;28986;123816;134;44;25;65
28.12.2021;Amazon;N123456-460;Some Item Description 362;46825;123817;134;48;23;63
29.12.2021;Walmart;N123456-461;Some Item Description 363;52139;123818;126;64;17;45
30.12.2021;NewEgg;N123456-462;Some Item Description 364;27569;123819;125;55;11;59
31.12.2021;Sears;N123456-463;Some Item Description 365;48540;123820;224;90;24;110
1.1.2022;eBay;N123456-464;Some Item Description 366;41562;123821;201;82;17;102
2.1.2022;Amazon;N123456-465;Some Item Description 367;38197;123822;196;85;16;95
3.1.2022;Walmart;N123456-466;Some Item Description 368;29406;123823;177;74;16;87
4.1.2022;NewEgg;N123456-467;Some Item Description 369;28244;123824;173;75;24;74
5.1.2022;Sears;N123456-468;Some Item Description 370;31709;123825;155;56;16;83
6.1.2022;eBay;N123456-469;Some Item Description 371;30011;123826;144;49;15;80
7.1.2022;Amazon;N123456-470;Some Item Description 372;42281;123827;128;71;16;41
8.1.2022;Walmart;N123456-471;Some Item Description 373;26426;123828;153;100;24;29
9.1.2022;NewEgg;N123456-472;Some Item Description 374;49124;123829;89;31;25;33
10.1.2022;Sears;N123456-473;Some Item Description 375;42682;123830;198;89;10;99
11.1.2022;eBay;N123456-474;Some Item Description 376;39597;123831;133;62;18;53
12.1.2022;Amazon;N123456-475;Some Item Description 377;39112;123832;142;74;25;43
13.1.2022;Walmart;N123456-476;Some Item Description 378;50073;123833;185;76;12;97
14.1.2022;NewEgg;N123456-477;Some Item Description 379;32258;123834;108;32;14;62
15.1.2022;Sears;N123456-478;Some Item Description 380;28028;123835;148;50;22;76
16.1.2022;eBay;N123456-479;Some Item Description 381;46214;123836;133;82;19;32
17.1.2022;Amazon;N123456-480;Some Item Description 382;32981;123837;148;50;14;84
18.1.2022;Walmart;N123456-481;Some Item Description 383;42893;123838;94;59;17;18
19.1.2022;NewEgg;N123456-482;Some Item Description 384;47152;123839;104;55;11;38
20.1.2022;Sears;N123456-483;Some Item Description 385;23328;123840;128;72;17;39
21.1.2022;eBay;N123456-484;Some Item Description 386;30464;123841;77;31;15;31
22.1.2022;Amazon;N123456-485;Some Item Description 387;54380;123842;186;69;11;106
23.1.2022;Walmart;N123456-486;Some Item Description 388;25687;123843;173;98;19;56
24.1.2022;NewEgg;N123456-487;Some Item Description 389;51154;123844;71;44;12;15
25.1.2022;Sears;N123456-488;Some Item Description 390;22246;123845;160;55;24;81
26.1.2022;eBay;N123456-489;Some Item Description 391;44286;123846;132;42;24;66
27.1.2022;Amazon;N123456-490;Some Item Description 392;33165;123847;126;38;20;68
28.1.2022;Walmart;N123456-491;Some Item Description 393;39861;123848;97;59;20;18
29.1.2022;NewEgg;N123456-492;Some Item Description 394;41526;123849;127;92;11;24
30.1.2022;Sears;N123456-493;Some Item Description 395;37903;123850;127;42;22;63
31.1.2022;eBay;N123456-494;Some Item Description 396;24662;123851;91;44;19;28
1.2.2022;Amazon;N123456-495;Some Item Description 397;22500;123852;125;61;14;50
2.2.2022;Walmart;N123456-496;Some Item Description 398;29022;123853;79;34;23;22
3.2.2022;NewEgg;N123456-497;Some Item Description 399;39988;123854;154;85;10;59
4.2.2022;Sears;N123456-498;Some Item Description 400;39469;123855;144;62;15;67
5.2.2022;eBay;N123456-499;Some Item Description 401;46272;123856;132;58;13;61
6.2.2022;Amazon;N123456-500;Some Item Description 402;46090;123857;123;40;12;71
7.2.2022;Walmart;N123456-501;Some Item Description 403;25124;123858;176;95;17;64
8.2.2022;NewEgg;N123456-502;Some Item Description 404;29327;123859;168;96;15;57
9.2.2022;Sears;N123456-503;Some Item Description 405;55276;123860;175;77;25;73
10.2.2022;eBay;N123456-504;Some Item Description 406;40254;123861;113;45;19;49
11.2.2022;Amazon;N123456-505;Some Item Description 407;43523;123862;201;98;17;86
12.2.2022;Walmart;N123456-506;Some Item Description 408;24515;123863;101;54;12;35
13.2.2022;NewEgg;N123456-507;Some Item Description 409;33357;123864;221;89;23;109
14.2.2022;Sears;N123456-508;Some Item Description 410;34646;123865;156;65;18;73
15.2.2022;eBay;N123456-509;Some Item Description 411;24768;123866;95;37;18;40
16.2.2022;Amazon;N123456-510;Some Item Description 412;33453;123867;104;39;22;43
17.2.2022;Walmart;N123456-511;Some Item Description 413;30014;123868;126;48;23;55
18.2.2022;NewEgg;N123456-512;Some Item Description 414;36152;123869;143;61;20;62
19.2.2022;Sears;N123456-513;Some Item Description 415;55287;123870;129;69;21;39
20.2.2022;eBay;N123456-514;Some Item Description 416;31799;123871;104;55;12;37
21.2.2022;Amazon;N123456-515;Some Item Description 417;33241;123872;141;89;24;28
22.2.2022;Walmart;N123456-516;Some Item Description 418;44249;123873;94;55;10;29
23.2.2022;NewEgg;N123456-517;Some Item Description 419;44431;123874;136;80;15;41
24.2.2022;Sears;N123456-518;Some Item Description 420;51919;123875;97;40;17;40
25.2.2022;eBay;N123456-519;Some Item Description 421;41116;123876;175;95;13;67
26.2.2022;Amazon;N123456-520;Some Item Description 422;38366;123877;141;92;15;34
27.2.2022;Walmart;N123456-521;Some Item Description 423;44443;123878;78;32;15;31
28.2.2022;NewEgg;N123456-522;Some Item Description 424;22938;123879;104;48;12;44
1.3.2022;Sears;N123456-523;Some Item Description 425;46828;123880;119;71;15;33
2.3.2022;eBay;N123456-524;Some Item Description 426;41731;123881;150;69;14;67
3.3.2022;Amazon;N123456-525;Some Item Description 427;32850;123882;66;34;14;18
4.3.2022;Walmart;N123456-526;Some Item Description 428;35108;123883;183;100;25;58
5.3.2022;NewEgg;N123456-527;Some Item Description 429;42800;123884;122;64;19;39
6.3.2022;Sears;N123456-528;Some Item Description 430;54475;123885;73;31;25;17
7.3.2022;eBay;N123456-529;Some Item Description 431;41896;123886;89;38;19;32
8.3.2022;Amazon;N123456-530;Some Item Description 432;28694;123887;105;36;24;45
9.3.2022;Walmart;N123456-531;Some Item Description 433;36575;123888;104;49;14;41
10.3.2022;NewEgg;N123456-532;Some Item Description 434;42446;123889;166;68;17;81
11.3.2022;Sears;N123456-533;Some Item Description 435;27118;123890;178;99;24;55
12.3.2022;eBay;N123456-534;Some Item Description 436;22274;123891;114;65;22;27
13.3.2022;Amazon;N123456-535;Some Item Description 437;24682;123892;86;43;11;32
14.3.2022;Walmart;N123456-536;Some Item Description 438;32317;123893;198;77;25;96
15.3.2022;NewEgg;N123456-537;Some Item Description 439;30027;123894;119;38;17;64
16.3.2022;Sears;N123456-538;Some Item Description 440;37478;123895;157;91;24;42
17.3.2022;eBay;N123456-539;Some Item Description 441;33040;123896;148;73;15;60
18.3.2022;Amazon;N123456-540;Some Item Description 442;50644;123897;111;33;16;62
19.3.2022;Walmart;N123456-541;Some Item Description 443;34238;123898;85;32;23;30
20.3.2022;NewEgg;N123456-542;Some Item Description 444;31791;123899;106;64;24;18
21.3.2022;Sears;N123456-543;Some Item Description 445;41145;123900;139;83;17;39
22.3.2022;eBay;N123456-544;Some Item Description 446;39456;123901;76;32;23;21
23.3.2022;Amazon;N123456-545;Some Item Description 447;29685;123902;242;100;25;117
24.3.2022;Walmart;N123456-546;Some Item Description 448;40209;123903;113;33;16;64
25.3.2022;NewEgg;N123456-547;Some Item Description 449;25964;123904;164;65;11;88
26.3.2022;Sears;N123456-548;Some Item Description 450;26157;123905;127;61;15;51
27.3.2022;eBay;N123456-549;Some Item Description 451;44768;123906;239;98;15;126
28.3.2022;Amazon;N123456-550;Some Item Description 452;44113;123907;196;99;22;75
29.3.2022;Walmart;N123456-551;Some Item Description 453;28718;123908;139;56;25;58
30.3.2022;NewEgg;N123456-552;Some Item Description 454;46891;123909;158;97;22;39
31.3.2022;Sears;N123456-553;Some Item Description 455;50410;123910;187;86;19;82
1.4.2022;eBay;N123456-554;Some Item Description 456;54492;123911;89;42;22;25
2.4.2022;Amazon;N123456-555;Some Item Description 457;43014;123912;107;64;17;26
3.4.2022;Walmart;N123456-556;Some Item Description 458;27247;123913;76;37;12;27
4.4.2022;NewEgg;N123456-557;Some Item Description 459;23222;123914;117;79;17;21
5.4.2022;Sears;N123456-558;Some Item Description 460;25808;123915;112;40;21;51
6.4.2022;eBay;N123456-559;Some Item Description 461;34227;123916;116;34;16;66
7.4.2022;Amazon;N123456-560;Some Item Description 462;37732;123917;191;98;16;77
8.4.2022;Walmart;N123456-561;Some Item Description 463;45639;123918;149;89;13;47
9.4.2022;NewEgg;N123456-562;Some Item Description 464;27864;123919;104;35;22;47
10.4.2022;Sears;N123456-563;Some Item Description 465;52471;123920;185;82;11;92
11.4.2022;eBay;N123456-564;Some Item Description 466;51067;123921;172;65;21;86
12.4.2022;Amazon;N123456-565;Some Item Description 467;49240;123922;188;77;14;97
13.4.2022;Walmart;N123456-566;Some Item Description 468;22224;123923;103;35;22;46
14.4.2022;NewEgg;N123456-567;Some Item Description 469;22328;123924;87;47;23;17
15.4.2022;Sears;N123456-568;Some Item Description 470;39100;123925;178;73;13;92
16.4.2022;eBay;N123456-569;Some Item Description 471;27940;123926;139;47;11;81
17.4.2022;Amazon;N123456-570;Some Item Description 472;42388;123927;109;59;17;33
18.4.2022;Walmart;N123456-571;Some Item Description 473;38541;123928;95;52;11;32
19.4.2022;NewEgg;N123456-572;Some Item Description 474;23369;123929;137;99;21;17
20.4.2022;Sears;N123456-573;Some Item Description 475;42274;123930;77;39;21;17
21.4.2022;eBay;N123456-574;Some Item Description 476;26706;123931;114;45;16;53
22.4.2022;Amazon;N123456-575;Some Item Description 477;50830;123932;97;53;15;29
23.4.2022;Walmart;N123456-576;Some Item Description 478;27788;123933;167;59;18;90
24.4.2022;NewEgg;N123456-577;Some Item Description 479;41229;123934;96;43;25;28
25.4.2022;Sears;N123456-578;Some Item Description 480;36501;123935;138;53;15;70
26.4.2022;eBay;N123456-579;Some Item Description 481;48393;123936;194;76;14;104
27.4.2022;Amazon;N123456-580;Some Item Description 482;32240;123937;207;97;11;99
28.4.2022;Walmart;N123456-581;Some Item Description 483;40505;123938;72;33;24;15
29.4.2022;NewEgg;N123456-582;Some Item Description 484;46931;123939;73;33;23;17
30.4.2022;Sears;N123456-583;Some Item Description 485;25385;123940;88;31;24;33
1.5.2022;eBay;N123456-584;Some Item Description 486;25400;123941;156;59;25;72
2.5.2022;Amazon;N123456-585;Some Item Description 487;22417;123942;151;95;24;32
3.5.2022;Walmart;N123456-586;Some Item Description 488;43565;123943;89;37;15;37
4.5.2022;NewEgg;N123456-587;Some Item Description 489;29762;123944;108;72;14;22
5.5.2022;Sears;N123456-588;Some Item Description 490;28977;123945;158;81;19;58
6.5.2022;eBay;N123456-589;Some Item Description 491;50041;123946;124;66;13;45
7.5.2022;Amazon;N123456-590;Some Item Description 492;55231;123947;160;55;21;84
8.5.2022;Walmart;N123456-591;Some Item Description 493;32003;123948;139;50;19;70
9.5.2022;NewEgg;N123456-592;Some Item Description 494;46783;123949;90;37;20;33
10.5.2022;Sears;N123456-593;Some Item Description 495;31833;123950;165;60;17;88
11.5.2022;eBay;N123456-594;Some Item Description 496;34733;123951;163;61;17;85
12.5.2022;Amazon;N123456-595;Some Item Description 497;41484;123952;132;41;16;75
13.5.2022;Walmart;N123456-596;Some Item Description 498;50927;123953;111;54;11;46
14.5.2022;NewEgg;N123456-597;Some Item Description 499;43639;123954;110;37;10;63
15.5.2022;Sears;N123456-598;Some Item Description 500;40630;123955;127;46;18;63
16.5.2022;eBay;N123456-599;Some Item Description 501;37703;123956;140;59;21;60
17.5.2022;Amazon;N123456-600;Some Item Description 502;51073;123957;100;53;14;33
18.5.2022;Walmart;N123456-601;Some Item Description 503;50756;123958;216;97;23;96
19.5.2022;NewEgg;N123456-602;Some Item Description 504;39842;123959;97;37;22;38
20.5.2022;Sears;N123456-603;Some Item Description 505;39070;123960;81;38;12;31
21.5.2022;eBay;N123456-604;Some Item Description 506;36639;123961;115;57;23;35
22.5.2022;Amazon;N123456-605;Some Item Description 507;41723;123962;133;66;16;51
23.5.2022;Walmart;N123456-606;Some Item Description 508;39169;123963;171;94;19;58
24.5.2022;NewEgg;N123456-607;Some Item Description 509;31995;123964;134;93;23;18
25.5.2022;Sears;N123456-608;Some Item Description 510;24289;123965;98;51;24;23
26.5.2022;eBay;N123456-609;Some Item Description 511;34825;123966;138;45;16;77
27.5.2022;Amazon;N123456-610;Some Item Description 512;52538;123967;126;79;23;24
28.5.2022;Walmart;N123456-611;Some Item Description 513;39208;123968;95;37;20;38
29.5.2022;NewEgg;N123456-612;Some Item Description 514;53152;123969;143;66;16;61
30.5.2022;Sears;N123456-613;Some Item Description 515;22818;123970;143;64;17;62
31.5.2022;eBay;N123456-614;Some Item Description 516;55292;123971;198;96;12;90
1.6.2022;Amazon;N123456-615;Some Item Description 517;47419;123972;199;82;21;96
2.6.2022;Walmart;N123456-616;Some Item Description 518;33966;123973;130;64;10;56
3.6.2022;NewEgg;N123456-617;Some Item Description 519;25813;123974;133;66;15;52
4.6.2022;Sears;N123456-618;Some Item Description 520;32850;123975;131;46;22;63
5.6.2022;eBay;N123456-619;Some Item Description 521;31107;123976;216;83;18;115
6.6.2022;Amazon;N123456-620;Some Item Description 522;53317;123977;129;57;20;52
7.6.2022;Walmart;N123456-621;Some Item Description 523;27074;123978;105;45;24;36
8.6.2022;NewEgg;N123456-622;Some Item Description 524;22429;123979;183;96;10;77
9.6.2022;Sears;N123456-623;Some Item Description 525;35977;123980;144;90;23;31
10.6.2022;eBay;N123456-624;Some Item Description 526;49714;123981;177;94;19;64
11.6.2022;Amazon;N123456-625;Some Item Description 527;28348;123982;172;78;19;75
12.6.2022;Walmart;N123456-626;Some Item Description 528;46068;123983;230;95;15;120
13.6.2022;NewEgg;N123456-627;Some Item Description 529;45402;123984;118;46;10;62
14.6.2022;Sears;N123456-628;Some Item Description 530;29212;123985;90;59;11;20
15.6.2022;eBay;N123456-629;Some Item Description 531;54038;123986;93;42;16;35
16.6.2022;Amazon;N123456-630;Some Item Description 532;41609;123987;199;91;20;88
17.6.2022;Walmart;N123456-631;Some Item Description 533;45734;123988;123;64;19;40
18.6.2022;NewEgg;N123456-632;Some Item Description 534;27848;123989;200;84;23;93
19.6.2022;Sears;N123456-633;Some Item Description 535;39750;123990;121;53;23;45
20.6.2022;eBay;N123456-634;Some Item Description 536;54211;123991;221;95;15;111
21.6.2022;Amazon;N123456-635;Some Item Description 537;25140;123992;138;44;19;75
22.6.2022;Walmart;N123456-636;Some Item Description 538;32620;123993;205;94;13;98
23.6.2022;NewEgg;N123456-637;Some Item Description 539;40430;123994;106;52;10;44
24.6.2022;Sears;N123456-638;Some Item Description 540;39386;123995;127;88;24;15
25.6.2022;eBay;N123456-639;Some Item Description 541;48061;123996;102;48;24;30
26.6.2022;Amazon;N123456-640;Some Item Description 542;35296;123997;158;56;19;83
27.6.2022;Walmart;N123456-641;Some Item Description 543;39916;123998;108;34;15;59
28.6.2022;NewEgg;N123456-642;Some Item Description 544;33390;123999;126;61;19;46
29.6.2022;Sears;N123456-643;Some Item Description 545;27416;124000;235;98;24;113
30.6.2022;eBay;N123456-644;Some Item Description 546;47557;124001;129;41;18;70
1.7.2022;Amazon;N123456-645;Some Item Description 547;36916;124002;116;44;24;48
2.7.2022;Walmart;N123456-646;Some Item Description 548;24908;124003;145;61;12;72
3.7.2022;NewEgg;N123456-647;Some Item Description 549;54312;124004;120;87;18;15
4.7.2022;Sears;N123456-648;Some Item Description 550;23110;124005;186;69;13;104
5.7.2022;eBay;N123456-649;Some Item Description 551;33785;124006;153;90;18;45
6.7.2022;Amazon;N123456-650;Some Item Description 552;37735;124007;81;43;10;28
7.7.2022;Walmart;N123456-651;Some Item Description 553;45917;124008;222;100;11;111
8.7.2022;NewEgg;N123456-652;Some Item Description 554;25055;124009;77;41;19;17
9.7.2022;Sears;N123456-653;Some Item Description 555;22389;124010;107;50;13;44
10.7.2022;eBay;N123456-654;Some Item Description 556;34750;124011;220;85;15;120
11.7.2022;Amazon;N123456-655;Some Item Description 557;32860;124012;113;68;25;20
12.7.2022;Walmart;N123456-656;Some Item Description 558;50141;124013;127;70;14;43
13.7.2022;NewEgg;N123456-657;Some Item Description 559;39038;124014;133;72;16;45
14.7.2022;Sears;N123456-658;Some Item Description 560;49933;124015;141;82;13;46
15.7.2022;eBay;N123456-659;Some Item Description 561;23356;124016;122;64;20;38
